TRANSACTION_DATE,STORE_LOCATION,MONTH_NAME,HOUR_,NUMBER_OF_SALES,REVENUE,PERIOD_IN_DAY
2023-05-03,Lower Manhattan,May,7,33,140.05,Morning
2023-06-13,Hell's Kitchen,Jun,18,24,140.00,Evening
2023-04-08,Astoria,Apr,17,25,140.00,Afternoon
2023-06-26,Astoria,Jun,11,30,140.00,Morning
2023-05-01,Hell's Kitchen,May,14,32,139.90,Afternoon
2023-04-05,Astoria,Apr,16,32,139.90,Afternoon
2023-06-18,Lower Manhattan,Jun,14,31,139.85,Afternoon
2023-04-01,Lower Manhattan,Apr,9,32,139.80,Morning
2023-05-29,Lower Manhattan,May,17,34,139.75,Afternoon
2023-06-04,Hell's Kitchen,Jun,19,29,139.75,Evening
2023-04-30,Astoria,Apr,9,36,139.70,Morning
2023-06-12,Hell's Kitchen,Jun,6,34,139.65,Morning
2023-06-11,Lower Manhattan,Jun,9,38,139.65,Morning
2023-04-19,Lower Manhattan,Apr,8,33,139.55,Morning
2023-05-27,Astoria,May,8,34,139.50,Morning
2023-04-24,Lower Manhattan,Apr,8,30,139.50,Morning
2023-05-06,Astoria,May,16,34,139.45,Afternoon
2023-05-18,Lower Manhattan,May,8,34,139.45,Morning
2023-05-27,Astoria,May,18,32,139.40,Evening
2023-05-06,Lower Manhattan,May,10,31,139.40,Morning
2023-05-16,Lower Manhattan,May,15,34,139.35,Afternoon
2023-02-09,Astoria,Feb,9,36,139.35,Morning
2023-05-23,Astoria,May,16,32,139.35,Afternoon
2023-05-27,Astoria,May,10,30,139.30,Morning
2023-05-01,Lower Manhattan,May,10,31,139.25,Morning
2023-03-08,Hell's Kitchen,Mar,7,31,139.25,Morning
2023-05-18,Astoria,May,17,24,139.25,Afternoon
2023-06-02,Lower Manhattan,Jun,7,32,139.20,Morning
2023-02-16,Hell's Kitchen,Feb,10,32,139.15,Morning
2023-04-18,Hell's Kitchen,Apr,11,29,139.15,Morning
2023-06-04,Lower Manhattan,Jun,10,29,139.15,Morning
2023-06-28,Lower Manhattan,Jun,14,31,139.10,Afternoon
2023-04-05,Astoria,Apr,17,30,139.05,Afternoon
2023-06-21,Lower Manhattan,Jun,14,29,139.00,Afternoon
2023-04-17,Lower Manhattan,Apr,7,36,139.00,Morning
2023-06-08,Hell's Kitchen,Jun,14,35,138.90,Afternoon
2023-06-27,Astoria,Jun,8,34,138.85,Morning
2023-01-31,Astoria,Jan,9,23,138.85,Morning
2023-06-05,Hell's Kitchen,Jun,16,33,138.85,Afternoon
2023-06-05,Lower Manhattan,Jun,12,32,138.80,Afternoon
2023-05-21,Lower Manhattan,May,14,28,138.80,Afternoon
2023-06-07,Astoria,Jun,8,32,138.65,Morning
2023-04-28,Astoria,Apr,17,31,138.55,Afternoon
2023-02-03,Astoria,Feb,15,31,138.45,Afternoon
2023-06-26,Astoria,Jun,13,32,138.45,Afternoon
2023-06-29,Hell's Kitchen,Jun,16,32,138.35,Afternoon
2023-05-18,Hell's Kitchen,May,11,30,138.35,Morning
2023-06-26,Lower Manhattan,Jun,13,17,138.35,Afternoon
2023-05-05,Lower Manhattan,May,8,35,138.30,Morning
2023-06-26,Astoria,Jun,15,33,138.30,Afternoon
2023-06-22,Astoria,Jun,12,32,138.20,Afternoon
2023-03-02,Astoria,Mar,19,33,138.15,Evening
2023-03-17,Hell's Kitchen,Mar,7,26,138.15,Morning
2023-05-24,Lower Manhattan,May,11,23,138.10,Morning
2023-02-22,Hell's Kitchen,Feb,8,27,138.05,Morning
2023-05-02,Hell's Kitchen,May,8,32,137.95,Morning
2023-05-08,Hell's Kitchen,May,11,36,137.90,Morning
2023-03-03,Astoria,Mar,14,27,137.85,Afternoon
2023-02-09,Astoria,Feb,16,17,137.80,Afternoon
2023-03-09,Lower Manhattan,Mar,8,33,137.74,Morning
2023-01-11,Hell's Kitchen,Jan,10,28,137.70,Morning
2023-02-27,Lower Manhattan,Feb,15,21,137.70,Afternoon
2023-03-16,Hell's Kitchen,Mar,8,34,137.70,Morning
2023-03-15,Lower Manhattan,Mar,10,35,137.70,Morning
2023-01-21,Astoria,Jan,10,28,137.55,Morning
2023-05-07,Astoria,May,12,31,137.50,Afternoon
2023-02-07,Hell's Kitchen,Feb,8,34,137.45,Morning
2023-05-30,Astoria,May,15,28,137.45,Afternoon
2023-03-25,Hell's Kitchen,Mar,8,24,137.40,Morning
2023-06-04,Hell's Kitchen,Jun,16,33,137.35,Afternoon
2023-04-04,Astoria,Apr,16,31,137.35,Afternoon
2023-06-06,Lower Manhattan,Jun,8,29,137.35,Morning
2023-05-04,Hell's Kitchen,May,13,28,137.35,Afternoon
2023-03-04,Lower Manhattan,Mar,15,30,137.30,Afternoon
2023-05-24,Astoria,May,9,31,137.15,Morning
2023-05-02,Hell's Kitchen,May,11,29,137.10,Morning
2023-05-24,Astoria,May,16,35,137.10,Afternoon
2023-06-06,Hell's Kitchen,Jun,19,28,137.10,Evening
2023-04-05,Lower Manhattan,Apr,10,30,136.95,Morning
2023-06-05,Lower Manhattan,Jun,17,28,136.90,Afternoon
2023-02-13,Lower Manhattan,Feb,8,30,136.85,Morning
2023-02-11,Hell's Kitchen,Feb,8,33,136.85,Morning
2023-02-17,Astoria,Feb,7,32,136.85,Morning
2023-03-10,Astoria,Mar,7,26,136.80,Morning
2023-05-28,Lower Manhattan,May,15,34,136.75,Afternoon
2023-06-29,Hell's Kitchen,Jun,17,32,136.70,Afternoon
2023-01-15,Astoria,Jan,19,14,136.65,Evening
2023-04-18,Astoria,Apr,17,24,136.60,Afternoon
2023-06-03,Hell's Kitchen,Jun,14,31,136.60,Afternoon
2023-06-23,Astoria,Jun,12,31,136.45,Afternoon
2023-03-23,Lower Manhattan,Mar,7,25,136.40,Morning
2023-01-23,Hell's Kitchen,Jan,9,28,136.40,Morning
2023-06-03,Lower Manhattan,Jun,14,27,136.35,Afternoon
2023-05-05,Hell's Kitchen,May,10,26,136.35,Morning
2023-04-24,Astoria,Apr,7,33,136.30,Morning
2023-04-17,Lower Manhattan,Apr,8,33,136.30,Morning
2023-02-15,Lower Manhattan,Feb,6,27,136.30,Morning
2023-03-30,Astoria,Mar,8,30,136.25,Morning
2023-03-21,Astoria,Mar,8,28,136.25,Morning
2023-04-02,Astoria,Apr,15,30,136.25,Afternoon
2023-04-08,Astoria,Apr,11,25,136.15,Morning
2023-06-05,Astoria,Jun,11,37,136.15,Morning
2023-01-03,Astoria,Jan,14,28,136.15,Afternoon
2023-06-10,Astoria,Jun,19,17,136.10,Evening
2023-05-12,Lower Manhattan,May,14,26,136.05,Afternoon
2023-04-01,Hell's Kitchen,Apr,18,26,136.00,Evening
2023-06-28,Hell's Kitchen,Jun,17,29,135.95,Afternoon
2023-05-02,Hell's Kitchen,May,15,32,135.95,Afternoon
2023-02-08,Lower Manhattan,Feb,8,31,135.90,Morning
2023-05-24,Astoria,May,19,29,135.90,Evening
2023-06-03,Hell's Kitchen,Jun,11,29,135.80,Morning
2023-06-03,Astoria,Jun,17,34,135.80,Afternoon
2023-06-23,Hell's Kitchen,Jun,6,29,135.75,Morning
2023-05-06,Hell's Kitchen,May,15,34,135.75,Afternoon
2023-06-19,Lower Manhattan,Jun,11,26,135.75,Morning
2023-04-27,Lower Manhattan,Apr,17,31,135.65,Afternoon
2023-05-12,Hell's Kitchen,May,13,28,135.65,Afternoon
2023-06-21,Hell's Kitchen,Jun,13,27,135.65,Afternoon
2023-06-07,Hell's Kitchen,Jun,11,30,135.60,Morning
2023-05-07,Astoria,May,8,29,135.60,Morning
2023-06-04,Hell's Kitchen,Jun,18,32,135.55,Evening
2023-04-10,Hell's Kitchen,Apr,11,25,135.55,Morning
2023-05-04,Hell's Kitchen,May,18,34,135.50,Evening
2023-04-07,Astoria,Apr,8,32,135.50,Morning
2023-01-09,Astoria,Jan,7,29,135.40,Morning
2023-04-12,Lower Manhattan,Apr,15,20,135.40,Afternoon
2023-06-04,Hell's Kitchen,Jun,15,29,135.35,Afternoon
2023-04-05,Lower Manhattan,Apr,11,33,135.10,Morning
2023-02-02,Astoria,Feb,14,29,135.10,Afternoon
2023-01-18,Hell's Kitchen,Jan,9,29,135.05,Morning
2023-05-20,Astoria,May,19,33,135.03,Evening
2023-06-27,Astoria,Jun,13,32,135.00,Afternoon
2023-06-04,Lower Manhattan,Jun,12,29,135.00,Afternoon
2023-01-24,Lower Manhattan,Jan,9,30,134.95,Morning
2023-02-11,Hell's Kitchen,Feb,7,29,134.90,Morning
2023-02-21,Hell's Kitchen,Feb,9,36,134.90,Morning
2023-04-03,Lower Manhattan,Apr,8,29,134.80,Morning
2023-01-11,Lower Manhattan,Jan,6,27,134.75,Morning
2023-05-27,Lower Manhattan,May,12,18,134.60,Afternoon
2023-05-04,Lower Manhattan,May,17,30,134.60,Afternoon
2023-03-18,Astoria,Mar,8,31,134.60,Morning
2023-03-16,Astoria,Mar,19,23,134.55,Evening
2023-05-03,Hell's Kitchen,May,17,31,134.50,Afternoon
2023-06-16,Lower Manhattan,Jun,7,32,134.50,Morning
2023-02-17,Astoria,Feb,9,28,134.50,Morning
2023-04-24,Hell's Kitchen,Apr,8,35,134.50,Morning
2023-05-29,Astoria,May,18,29,134.50,Evening
2023-01-30,Astoria,Jan,8,22,134.45,Morning
2023-04-12,Lower Manhattan,Apr,9,34,134.40,Morning
2023-03-30,Hell's Kitchen,Mar,10,31,134.28,Morning
2023-01-16,Hell's Kitchen,Jan,9,26,134.15,Morning
2023-06-16,Lower Manhattan,Jun,12,35,134.15,Afternoon
2023-01-30,Astoria,Jan,12,21,134.10,Afternoon
2023-06-24,Astoria,Jun,19,31,134.00,Evening
2023-06-16,Hell's Kitchen,Jun,6,28,134.00,Morning
2023-04-08,Hell's Kitchen,Apr,11,33,134.00,Morning
2023-06-11,Hell's Kitchen,Jun,14,28,134.00,Afternoon
2023-05-22,Lower Manhattan,May,17,28,133.95,Afternoon
2023-05-06,Lower Manhattan,May,13,30,133.95,Afternoon
2023-06-25,Astoria,Jun,17,27,133.95,Afternoon
2023-04-01,Hell's Kitchen,Apr,13,30,133.85,Afternoon
2023-05-29,Astoria,May,10,31,133.80,Morning
2023-04-06,Lower Manhattan,Apr,17,29,133.80,Afternoon
2023-04-10,Hell's Kitchen,Apr,8,31,133.80,Morning
2023-05-02,Hell's Kitchen,May,10,30,133.75,Morning
2023-03-01,Lower Manhattan,Mar,15,26,133.75,Afternoon
2023-06-23,Hell's Kitchen,Jun,18,26,133.75,Evening
2023-05-16,Astoria,May,15,27,133.55,Afternoon
2023-06-28,Lower Manhattan,Jun,10,33,133.45,Morning
2023-06-24,Lower Manhattan,Jun,11,21,133.40,Morning
2023-05-06,Hell's Kitchen,May,12,29,133.40,Afternoon
2023-05-03,Lower Manhattan,May,14,26,133.30,Afternoon
2023-06-03,Lower Manhattan,Jun,10,32,133.20,Morning
2023-04-25,Astoria,Apr,19,29,133.20,Evening
2023-02-19,Astoria,Feb,7,29,132.95,Morning
2023-03-16,Hell's Kitchen,Mar,11,30,132.93,Morning
2023-05-02,Hell's Kitchen,May,16,30,132.90,Afternoon
2023-06-29,Astoria,Jun,9,30,132.90,Morning
2023-02-09,Hell's Kitchen,Feb,10,32,132.85,Morning
2023-06-03,Hell's Kitchen,Jun,8,29,132.75,Morning
2023-06-28,Astoria,Jun,12,30,132.75,Afternoon
2023-02-07,Lower Manhattan,Feb,8,32,132.70,Morning
2023-02-02,Astoria,Feb,13,29,132.70,Afternoon
2023-05-02,Lower Manhattan,May,8,28,132.65,Morning
2023-04-03,Hell's Kitchen,Apr,14,30,132.60,Afternoon
2023-02-15,Astoria,Feb,7,32,132.60,Morning
2023-06-29,Lower Manhattan,Jun,17,31,132.55,Afternoon
2023-05-28,Astoria,May,12,30,132.55,Afternoon
2023-04-12,Lower Manhattan,Apr,16,27,132.45,Afternoon
2023-06-02,Hell's Kitchen,Jun,16,30,132.45,Afternoon
2023-05-30,Astoria,May,14,26,132.45,Afternoon
2023-02-01,Astoria,Feb,12,33,132.40,Afternoon
2023-06-03,Hell's Kitchen,Jun,19,28,132.40,Evening
2023-01-15,Lower Manhattan,Jan,9,25,132.40,Morning
2023-06-24,Astoria,Jun,8,32,132.35,Morning
2023-01-24,Lower Manhattan,Jan,6,22,132.30,Morning
2023-06-26,Astoria,Jun,14,27,132.25,Afternoon
2023-04-08,Astoria,Apr,16,25,132.25,Afternoon
2023-06-29,Astoria,Jun,13,29,132.20,Afternoon
2023-05-05,Hell's Kitchen,May,13,31,132.20,Afternoon
2023-05-08,Hell's Kitchen,May,14,34,132.20,Afternoon
2023-04-13,Hell's Kitchen,Apr,18,22,132.15,Evening
2023-05-26,Astoria,May,15,31,132.05,Afternoon
2023-06-04,Lower Manhattan,Jun,11,30,132.00,Morning
2023-04-24,Astoria,Apr,14,31,131.90,Afternoon
2023-06-12,Lower Manhattan,Jun,16,27,131.85,Afternoon
2023-05-12,Hell's Kitchen,May,6,33,131.80,Morning
2023-06-06,Hell's Kitchen,Jun,18,28,131.75,Evening
2023-06-06,Astoria,Jun,16,29,131.75,Afternoon
2023-05-05,Lower Manhattan,May,14,28,131.75,Afternoon
2023-05-26,Astoria,May,11,29,131.70,Morning
2023-03-23,Lower Manhattan,Mar,9,21,131.70,Morning
2023-05-23,Astoria,May,17,25,131.65,Afternoon
2023-03-13,Lower Manhattan,Mar,12,23,131.65,Afternoon
2023-04-03,Lower Manhattan,Apr,11,30,131.60,Morning
2023-05-08,Astoria,May,18,30,131.55,Evening
2023-02-18,Astoria,Feb,9,30,131.50,Morning
2023-06-06,Lower Manhattan,Jun,13,30,131.45,Afternoon
2023-06-08,Hell's Kitchen,Jun,17,24,131.45,Afternoon
2023-04-22,Astoria,Apr,13,24,131.35,Afternoon
2023-04-28,Astoria,Apr,7,30,131.35,Morning
2023-02-14,Lower Manhattan,Feb,8,29,131.35,Morning
2023-05-24,Hell's Kitchen,May,9,33,131.20,Morning
2023-06-28,Lower Manhattan,Jun,8,27,131.20,Morning
2023-06-24,Astoria,Jun,17,30,131.15,Afternoon
2023-02-07,Hell's Kitchen,Feb,9,28,131.15,Morning
2023-03-12,Lower Manhattan,Mar,9,33,131.15,Morning
2023-05-25,Astoria,May,10,28,131.15,Morning
2023-05-06,Hell's Kitchen,May,16,32,131.15,Afternoon
2023-05-19,Lower Manhattan,May,9,30,131.10,Morning
2023-03-12,Lower Manhattan,Mar,6,35,131.05,Morning
2023-06-28,Hell's Kitchen,Jun,16,32,131.00,Afternoon
2023-06-26,Astoria,Jun,19,27,130.85,Evening
2023-02-12,Astoria,Feb,10,26,130.80,Morning
2023-05-28,Hell's Kitchen,May,17,30,130.75,Afternoon
2023-05-30,Astoria,May,10,34,130.75,Morning
2023-05-29,Lower Manhattan,May,16,32,130.65,Afternoon
2023-05-08,Astoria,May,10,29,130.65,Morning
2023-04-12,Astoria,Apr,8,29,130.53,Morning
2023-06-09,Astoria,Jun,12,19,130.50,Afternoon
2023-06-13,Lower Manhattan,Jun,12,25,130.45,Afternoon
2023-01-15,Astoria,Jan,18,18,130.20,Evening
2023-04-05,Lower Manhattan,Apr,15,31,130.20,Afternoon
2023-01-15,Lower Manhattan,Jan,6,28,130.20,Morning
2023-05-28,Astoria,May,11,30,130.10,Morning
2023-05-01,Astoria,May,14,28,130.05,Afternoon
2023-06-24,Lower Manhattan,Jun,15,25,130.05,Afternoon
2023-04-23,Astoria,Apr,7,27,130.05,Morning
2023-04-07,Hell's Kitchen,Apr,11,30,130.05,Morning
2023-05-28,Lower Manhattan,May,14,29,130.00,Afternoon
2023-01-11,Hell's Kitchen,Jan,7,28,130.00,Morning
2023-03-04,Astoria,Mar,16,29,129.95,Afternoon
2023-03-25,Lower Manhattan,Mar,6,22,129.90,Morning
2023-06-06,Astoria,Jun,14,28,129.85,Afternoon
2023-01-30,Lower Manhattan,Jan,10,26,129.75,Morning
2023-01-25,Lower Manhattan,Jan,7,22,129.75,Morning
2023-05-10,Hell's Kitchen,May,6,31,129.75,Morning
2023-03-03,Hell's Kitchen,Mar,14,28,129.70,Afternoon
2023-05-09,Hell's Kitchen,May,11,31,129.60,Morning
2023-05-11,Hell's Kitchen,May,6,32,129.55,Morning
2023-06-28,Lower Manhattan,Jun,16,28,129.55,Afternoon
2023-03-13,Lower Manhattan,Mar,15,24,129.50,Afternoon
2023-05-23,Hell's Kitchen,May,14,29,129.45,Afternoon
2023-02-21,Lower Manhattan,Feb,8,23,129.40,Morning
2023-06-06,Hell's Kitchen,Jun,14,31,129.30,Afternoon
2023-05-22,Astoria,May,9,29,129.25,Morning
2023-06-19,Hell's Kitchen,Jun,11,32,129.15,Morning
2023-05-02,Lower Manhattan,May,14,27,129.15,Afternoon
2023-04-01,Lower Manhattan,Apr,15,26,129.10,Afternoon
2023-03-30,Lower Manhattan,Mar,6,27,129.05,Morning
2023-05-08,Astoria,May,17,24,129.00,Afternoon
2023-06-08,Astoria,Jun,17,25,129.00,Afternoon
2023-01-24,Hell's Kitchen,Jan,8,24,129.00,Morning
2023-03-01,Astoria,Mar,18,26,128.95,Evening
2023-03-22,Astoria,Mar,11,27,128.90,Morning
2023-02-21,Lower Manhattan,Feb,7,22,128.85,Morning
2023-06-22,Lower Manhattan,Jun,16,22,128.85,Afternoon
2023-05-26,Astoria,May,8,29,128.80,Morning
2023-06-11,Hell's Kitchen,Jun,6,31,128.75,Morning
2023-04-28,Hell's Kitchen,Apr,17,29,128.60,Afternoon
2023-04-02,Astoria,Apr,16,32,128.50,Afternoon
2023-05-21,Hell's Kitchen,May,13,21,128.45,Afternoon
2023-06-06,Hell's Kitchen,Jun,8,30,128.45,Morning
2023-05-07,Hell's Kitchen,May,17,30,128.45,Afternoon
2023-01-07,Lower Manhattan,Jan,8,32,128.35,Morning
2023-05-28,Astoria,May,7,30,128.30,Morning
2023-06-26,Astoria,Jun,10,29,128.30,Morning
2023-02-23,Lower Manhattan,Feb,9,27,128.28,Morning
2023-05-06,Lower Manhattan,May,16,30,128.25,Afternoon
2023-03-31,Astoria,Mar,10,29,128.20,Morning
2023-05-06,Hell's Kitchen,May,17,30,128.15,Afternoon
2023-02-16,Astoria,Feb,10,30,128.15,Morning
2023-06-05,Hell's Kitchen,Jun,19,28,127.95,Evening
2023-06-13,Lower Manhattan,Jun,11,28,127.85,Morning
2023-06-25,Astoria,Jun,14,28,127.80,Afternoon
2023-03-24,Hell's Kitchen,Mar,8,27,127.80,Morning
2023-03-01,Astoria,Mar,11,30,127.75,Morning
2023-06-01,Lower Manhattan,Jun,10,28,127.60,Morning
2023-05-18,Astoria,May,19,22,127.60,Evening
2023-03-12,Hell's Kitchen,Mar,8,29,127.60,Morning
2023-05-25,Hell's Kitchen,May,11,27,127.60,Morning
2023-06-05,Hell's Kitchen,Jun,12,27,127.60,Afternoon
2023-03-09,Lower Manhattan,Mar,7,23,127.59,Morning
2023-01-18,Lower Manhattan,Jan,7,25,127.58,Morning
2023-03-15,Hell's Kitchen,Mar,7,28,127.55,Morning
2023-01-27,Lower Manhattan,Jan,15,23,127.50,Afternoon
2023-02-24,Lower Manhattan,Feb,10,25,127.50,Morning
2023-06-29,Astoria,Jun,17,25,127.45,Afternoon
2023-05-01,Lower Manhattan,May,14,26,127.40,Afternoon
2023-05-28,Astoria,May,19,33,127.35,Evening
2023-04-27,Astoria,Apr,19,26,127.35,Evening
2023-05-20,Hell's Kitchen,May,15,18,127.35,Afternoon
2023-05-13,Hell's Kitchen,May,16,27,127.30,Afternoon
2023-04-09,Lower Manhattan,Apr,8,26,127.24,Morning
2023-01-06,Astoria,Jan,12,25,127.15,Afternoon
2023-06-26,Lower Manhattan,Jun,15,20,126.95,Afternoon
2023-02-09,Astoria,Feb,10,31,126.95,Morning
2023-05-16,Lower Manhattan,May,16,30,126.90,Afternoon
2023-05-29,Astoria,May,8,26,126.80,Morning
2023-06-26,Lower Manhattan,Jun,17,20,126.80,Afternoon
2023-03-01,Lower Manhattan,Mar,7,26,126.75,Morning
2023-03-09,Astoria,Mar,9,30,126.75,Morning
2023-05-07,Astoria,May,16,29,126.70,Afternoon
2023-02-02,Astoria,Feb,19,28,126.65,Evening
2023-04-11,Astoria,Apr,7,27,126.60,Morning
2023-03-01,Astoria,Mar,17,28,126.60,Afternoon
2023-01-18,Astoria,Jan,8,28,126.60,Morning
2023-02-18,Astoria,Feb,8,29,126.60,Morning
2023-03-16,Lower Manhattan,Mar,10,28,126.55,Morning
2023-02-25,Lower Manhattan,Feb,9,28,126.55,Morning
2023-04-24,Astoria,Apr,15,27,126.55,Afternoon
2023-05-13,Lower Manhattan,May,15,25,126.55,Afternoon
2023-06-19,Lower Manhattan,Jun,12,34,126.50,Afternoon
2023-04-17,Lower Manhattan,Apr,10,29,126.45,Morning
2023-06-19,Astoria,Jun,11,23,126.45,Morning
2023-05-27,Astoria,May,19,28,126.40,Evening
2023-02-15,Astoria,Feb,18,24,126.40,Evening
2023-06-20,Hell's Kitchen,Jun,20,21,126.40,Evening
2023-06-12,Astoria,Jun,8,29,126.35,Morning
2023-01-15,Hell's Kitchen,Jan,10,27,126.35,Morning
2023-04-03,Hell's Kitchen,Apr,12,27,126.35,Afternoon
2023-01-01,Hell's Kitchen,Jan,17,26,126.35,Afternoon
2023-02-16,Hell's Kitchen,Feb,8,29,126.30,Morning
2023-05-03,Lower Manhattan,May,10,30,126.30,Morning
2023-06-01,Hell's Kitchen,Jun,9,27,126.25,Morning
2023-01-02,Astoria,Jan,17,27,126.20,Afternoon
2023-01-15,Lower Manhattan,Jan,7,25,126.20,Morning
2023-01-18,Hell's Kitchen,Jan,10,30,126.20,Morning
2023-06-28,Hell's Kitchen,Jun,9,27,126.20,Morning
2023-06-06,Hell's Kitchen,Jun,17,30,126.20,Afternoon
2023-02-10,Hell's Kitchen,Feb,10,28,126.15,Morning
2023-02-26,Hell's Kitchen,Feb,8,26,126.05,Morning
2023-02-03,Astoria,Feb,16,32,126.05,Afternoon
2023-05-27,Astoria,May,13,28,126.00,Afternoon
2023-06-28,Astoria,Jun,10,29,126.00,Morning
2023-06-04,Hell's Kitchen,Jun,10,26,125.90,Morning
2023-05-01,Hell's Kitchen,May,19,29,125.85,Evening
2023-04-01,Hell's Kitchen,Apr,17,27,125.85,Afternoon
2023-06-22,Astoria,Jun,18,27,125.85,Evening
2023-03-30,Astoria,Mar,9,27,125.75,Morning
2023-06-28,Astoria,Jun,9,27,125.75,Morning
2023-06-24,Astoria,Jun,9,29,125.70,Morning
2023-06-20,Lower Manhattan,Jun,17,21,125.60,Afternoon
2023-04-27,Astoria,Apr,11,28,125.60,Morning
2023-04-02,Hell's Kitchen,Apr,17,30,125.60,Afternoon
2023-04-19,Hell's Kitchen,Apr,6,28,125.48,Morning
2023-04-30,Astoria,Apr,16,27,125.45,Afternoon
2023-05-09,Astoria,May,16,22,125.35,Afternoon
2023-06-28,Astoria,Jun,18,29,125.30,Evening
2023-05-31,Lower Manhattan,May,6,22,125.25,Morning
2023-02-25,Hell's Kitchen,Feb,8,25,125.25,Morning
2023-03-30,Lower Manhattan,Mar,7,30,125.25,Morning
2023-04-15,Hell's Kitchen,Apr,9,29,125.20,Morning
2023-04-28,Hell's Kitchen,Apr,8,29,125.20,Morning
2023-01-12,Astoria,Jan,8,25,125.20,Morning
2023-01-26,Hell's Kitchen,Jan,7,28,125.15,Morning
2023-04-29,Lower Manhattan,Apr,17,28,125.10,Afternoon
2023-01-30,Hell's Kitchen,Jan,8,26,125.10,Morning
2023-04-25,Hell's Kitchen,Apr,9,29,125.10,Morning
2023-04-05,Hell's Kitchen,Apr,10,24,125.10,Morning
2023-04-23,Astoria,Apr,11,24,125.10,Morning
2023-05-22,Hell's Kitchen,May,7,26,125.05,Morning
2023-05-27,Astoria,May,17,24,125.05,Afternoon
2023-03-03,Astoria,Mar,12,30,124.95,Afternoon
2023-06-06,Astoria,Jun,13,27,124.90,Afternoon
2023-03-10,Lower Manhattan,Mar,7,31,124.90,Morning
2023-05-24,Astoria,May,12,28,124.90,Afternoon
2023-02-09,Astoria,Feb,8,24,124.85,Morning
2023-05-06,Hell's Kitchen,May,18,27,124.85,Evening
2023-05-05,Hell's Kitchen,May,12,26,124.85,Afternoon
2023-04-22,Astoria,Apr,11,26,124.85,Morning
2023-05-04,Hell's Kitchen,May,19,27,124.80,Evening
2023-06-28,Astoria,Jun,14,29,124.65,Afternoon
2023-04-30,Astoria,Apr,13,27,124.60,Afternoon
2023-06-07,Astoria,Jun,13,28,124.55,Afternoon
2023-01-21,Lower Manhattan,Jan,8,25,124.55,Morning
2023-01-01,Astoria,Jan,18,27,124.45,Evening
2023-05-28,Hell's Kitchen,May,10,30,124.30,Morning
2023-02-23,Hell's Kitchen,Feb,10,22,124.28,Morning
2023-02-13,Lower Manhattan,Feb,10,25,124.28,Morning
2023-01-13,Astoria,Jan,7,32,124.25,Morning
2023-06-01,Hell's Kitchen,Jun,15,27,124.20,Afternoon
2023-03-05,Astoria,Mar,16,28,124.20,Afternoon
2023-01-05,Astoria,Jan,15,25,124.10,Afternoon
2023-04-17,Lower Manhattan,Apr,9,28,124.10,Morning
2023-05-29,Astoria,May,19,28,124.10,Evening
2023-02-11,Astoria,Feb,8,27,124.05,Morning
2023-05-11,Hell's Kitchen,May,14,25,123.95,Afternoon
2023-02-09,Hell's Kitchen,Feb,11,31,123.90,Morning
2023-06-08,Astoria,Jun,9,29,123.85,Morning
2023-06-24,Astoria,Jun,16,33,123.85,Afternoon
2023-06-07,Astoria,Jun,7,28,123.85,Morning
2023-03-16,Lower Manhattan,Mar,16,24,123.80,Afternoon
2023-05-01,Hell's Kitchen,May,13,28,123.75,Afternoon
2023-03-04,Astoria,Mar,14,29,123.70,Afternoon
2023-06-02,Hell's Kitchen,Jun,8,30,123.70,Morning
2023-05-19,Lower Manhattan,May,11,24,123.70,Morning
2023-04-26,Hell's Kitchen,Apr,11,23,123.65,Morning
2023-03-19,Astoria,Mar,19,12,123.60,Evening
2023-05-18,Lower Manhattan,May,15,27,123.60,Afternoon
2023-05-23,Astoria,May,11,25,123.55,Morning
2023-03-06,Lower Manhattan,Mar,10,26,123.50,Morning
2023-05-20,Astoria,May,16,21,123.45,Afternoon
2023-03-13,Lower Manhattan,Mar,14,14,123.45,Afternoon
2023-04-30,Astoria,Apr,8,28,123.40,Morning
2023-05-02,Hell's Kitchen,May,14,28,123.35,Afternoon
2023-01-13,Lower Manhattan,Jan,9,26,123.30,Morning
2023-04-01,Lower Manhattan,Apr,7,27,123.25,Morning
2023-06-23,Lower Manhattan,Jun,11,21,123.25,Morning
2023-05-23,Astoria,May,18,22,123.20,Evening
2023-06-05,Lower Manhattan,Jun,9,29,123.15,Morning
2023-04-04,Astoria,Apr,11,28,123.15,Morning
2023-03-26,Astoria,Mar,8,28,123.15,Morning
2023-05-11,Hell's Kitchen,May,9,29,123.10,Morning
2023-05-17,Hell's Kitchen,May,7,26,123.10,Morning
2023-03-05,Astoria,Mar,18,30,123.05,Evening
2023-05-24,Astoria,May,17,28,123.05,Afternoon
2023-04-23,Astoria,Apr,16,26,123.00,Afternoon
2023-02-01,Lower Manhattan,Feb,15,24,123.00,Afternoon
2023-04-05,Astoria,Apr,15,27,122.90,Afternoon
2023-03-16,Lower Manhattan,Mar,6,25,122.90,Morning
2023-05-23,Astoria,May,8,28,122.85,Morning
2023-03-15,Hell's Kitchen,Mar,8,32,122.85,Morning
2023-05-28,Lower Manhattan,May,11,27,122.75,Morning
2023-06-30,Astoria,Jun,11,26,122.75,Morning
2023-01-30,Astoria,Jan,10,28,122.70,Morning
2023-04-05,Hell's Kitchen,Apr,14,27,122.70,Afternoon
2023-06-27,Astoria,Jun,9,25,122.65,Morning
2023-06-02,Lower Manhattan,Jun,15,29,122.65,Afternoon
